name,generation,status,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,percentage_male,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
Shelgon,3,Normal,1,Dragon,none,1.1,110.5,420,65,95,100,60,50,50,45,35,147,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Salamence,3,Normal,2,Dragon,Flying,1.5,102.6,600,95,135,80,110,80,100,45,35,270,50,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Mega Salamence,3,Normal,2,Dragon,Flying,1.8,112.6,700,95,145,130,120,90,120,45,35,315,50,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Beldum,3,Normal,2,Steel,Psychic,0.6,95.2,300,40,55,80,35,60,30,3,35,60,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Metang,3,Normal,2,Steel,Psychic,1.2,202.5,420,60,75,100,55,80,50,3,35,147,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Metagross,3,Normal,2,Steel,Psychic,1.6,550,600,80,135,130,95,90,70,3,35,270,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Mega Metagross,3,Normal,2,Steel,Psychic,2.5,942.9,700,80,145,150,105,110,110,3,35,315,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Regirock,3,Sub Legendary,1,Rock,none,1.7,230,580,80,100,200,50,100,50,3,35,261,,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Regice,3,Sub Legendary,1,Ice,none,1.8,175,580,80,50,100,100,200,50,3,35,261,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Registeel,3,Sub Legendary,1,Steel,none,1.9,205,580,80,75,150,75,150,50,3,35,261,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Latias,3,Sub Legendary,2,Dragon,Psychic,1.4,40,600,80,80,90,110,130,110,3,90,270,0,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
Mega Latias,3,Sub Legendary,2,Dragon,Psychic,1.8,52,700,80,100,120,140,150,110,3,90,315,0,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
Latios,3,Sub Legendary,2,Dragon,Psychic,2,60,600,80,90,80,130,110,110,3,90,270,100,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
Mega Latios,3,Sub Legendary,2,Dragon,Psychic,2.3,70,700,80,130,100,160,120,110,3,90,315,100,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
Kyogre,3,Legendary,1,Water,none,4.5,352,670,100,100,90,150,140,90,3,0,302,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Primal Kyogre,3,Legendary,1,Water,none,9.8,430,770,100,150,90,180,160,90,5,0,347,,1,0,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Groudon,3,Legendary,1,Ground,none,3.5,950,670,100,150,140,100,90,90,3,0,302,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Primal Groudon,3,Legendary,2,Ground,Fire,5,999.7,770,100,180,160,150,90,90,5,0,347,,1,0.5,0,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
Rayquaza,3,Legendary,2,Dragon,Flying,7,206.5,680,105,150,90,150,90,95,45,0,306,,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Mega Rayquaza,3,Legendary,2,Dragon,Flying,10.8,392,780,105,180,100,180,100,115,3,0,351,,1,0.5,0.5,0.5,0.25,2,0.5,1,0,1,1,0.5,1,1,2,1,1,2
Jirachi,3,Mythical,2,Steel,Psychic,0.3,1.1,600,100,100,100,100,100,100,3,100,270,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Deoxys Normal Forme,3,Mythical,1,Psychic,none,1.7,60.8,600,50,150,50,150,50,150,3,0,270,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Deoxys Attack Forme,3,Mythical,1,Psychic,none,1.7,60.8,600,50,180,20,180,20,150,3,0,270,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Deoxys Defense Forme,3,Mythical,1,Psychic,none,1.7,60.8,600,50,70,160,70,160,90,3,0,270,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Deoxys Speed Forme,3,Mythical,1,Psychic,none,1.7,60.8,600,50,95,90,95,90,180,3,0,270,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Turtwig,4,Normal,1,Grass,none,0.4,10.2,318,55,68,64,45,55,31,45,70,64,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Grotle,4,Normal,1,Grass,none,1.1,97,405,75,89,85,55,65,36,45,70,142,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Torterra,4,Normal,2,Grass,Ground,2.2,310,525,95,109,105,75,85,56,45,70,236,87.5,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
Chimchar,4,Normal,1,Fire,none,0.5,6.2,309,44,58,44,58,44,61,45,70,62,87.5,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Monferno,4,Normal,2,Fire,Fighting,0.9,22,405,64,78,52,78,52,81,45,70,142,87.5,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Infernape,4,Normal,2,Fire,Fighting,1.2,55,534,76,104,71,104,71,108,45,70,240,87.5,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Piplup,4,Normal,1,Water,none,0.4,5.2,314,53,51,53,61,56,40,45,70,63,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Prinplup,4,Normal,1,Water,none,0.8,23,405,64,66,68,81,76,50,45,70,142,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Empoleon,4,Normal,2,Water,Steel,1.7,84.5,530,84,86,88,111,101,60,45,70,239,87.5,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5
Starly,4,Normal,2,Normal,Flying,0.3,2,245,40,55,30,30,30,60,255,70,49,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Staravia,4,Normal,2,Normal,Flying,0.6,15.5,340,55,75,50,40,40,80,120,70,119,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Staraptor,4,Normal,2,Normal,Flying,1.2,24.9,485,85,120,70,50,60,100,45,70,218,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Bidoof,4,Normal,1,Normal,none,0.5,20,250,59,45,40,35,40,31,255,70,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Bibarel,4,Normal,2,Normal,Water,1,31.5,410,79,85,60,55,60,71,127,70,144,50,1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1
Kricketot,4,Normal,1,Bug,none,0.3,2.2,194,37,25,41,25,41,25,255,70,39,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Kricketune,4,Normal,1,Bug,none,1,25.5,384,77,85,51,55,51,65,45,70,134,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Shinx,4,Normal,1,Electric,none,0.5,9.5,263,45,65,34,40,34,45,235,70,53,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Luxio,4,Normal,1,Electric,none,0.9,30.5,363,60,85,49,60,49,60,120,100,127,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Luxray,4,Normal,1,Electric,none,1.4,42,523,80,120,79,95,79,70,45,70,235,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Budew,4,Normal,2,Grass,Poison,0.2,1.2,280,40,30,35,50,70,55,255,70,56,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Roserade,4,Normal,2,Grass,Poison,0.9,14.5,515,60,70,65,125,105,90,75,70,232,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Cranidos,4,Normal,1,Rock,none,0.9,31.5,350,67,125,40,30,30,58,45,70,70,87.5,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Rampardos,4,Normal,1,Rock,none,1.6,102.5,495,97,165,60,65,50,58,45,70,173,87.5,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Shieldon,4,Normal,2,Rock,Steel,0.5,57,350,30,42,118,42,88,30,45,70,70,87.5,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
Bastiodon,4,Normal,2,Rock,Steel,1.3,149.5,495,60,52,168,47,138,30,45,70,173,87.5,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
Burmy,4,Normal,1,Bug,none,0.2,3.4,224,40,29,45,29,45,36,120,70,45,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Wormadam Plant Cloak,4,Normal,2,Bug,Grass,0.5,6.5,424,60,59,85,79,105,36,45,70,148,0,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Wormadam Sandy Cloak,4,Normal,2,Bug,Ground,0.5,6.5,424,60,79,105,59,85,36,45,70,148,0,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1
Wormadam Trash Cloak,4,Normal,2,Bug,Steel,0.5,6.5,424,60,69,95,69,95,36,45,70,148,0,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
Mothim,4,Normal,2,Bug,Flying,0.9,23.3,424,70,94,50,94,50,66,45,70,148,100,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
Combee,4,Normal,2,Bug,Flying,0.3,5.5,244,30,30,42,30,42,70,120,70,49,87.5,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
Vespiquen,4,Normal,2,Bug,Flying,1.2,38.5,474,70,80,102,80,102,40,45,70,166,0,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
Pachirisu,4,Normal,1,Electric,none,0.4,3.9,405,60,45,70,45,90,95,200,100,142,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Buizel,4,Normal,1,Water,none,0.7,29.5,330,55,65,35,60,30,85,190,70,66,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Floatzel,4,Normal,1,Water,none,1.1,33.5,495,85,105,55,85,50,115,75,70,173,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Cherubi,4,Normal,1,Grass,none,0.4,3.3,275,45,35,45,62,53,35,190,70,55,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Cherrim,4,Normal,1,Grass,none,0.5,9.3,450,70,60,70,87,78,85,75,70,158,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Shellos,4,Normal,1,Water,none,0.3,6.3,325,76,48,48,57,62,34,190,70,65,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Gastrodon,4,Normal,2,Water,Ground,0.9,29.9,475,111,83,68,92,82,39,75,70,166,50,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
Ambipom,4,Normal,1,Normal,none,1.2,20.3,482,75,100,66,60,66,115,45,100,169,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Drifloon,4,Normal,2,Ghost,Flying,0.4,1.2,348,90,50,34,60,44,70,125,70,70,50,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
Drifblim,4,Normal,2,Ghost,Flying,1.2,15,498,150,80,44,90,54,80,60,70,174,50,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
Buneary,4,Normal,1,Normal,none,0.4,5.5,350,55,66,44,44,56,85,190,0,70,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Lopunny,4,Normal,1,Normal,none,1.2,33.3,480,65,76,84,54,96,105,60,140,168,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Mega Lopunny,4,Normal,2,Normal,Fighting,1.3,28.3,580,65,136,94,54,96,135,60,140,203,50,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
Mismagius,4,Normal,1,Ghost,none,0.9,4.4,495,60,60,60,105,105,105,45,35,173,50,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
Honchkrow,4,Normal,2,Dark,Flying,0.9,27.3,505,100,125,52,105,52,71,30,35,177,50,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
Glameow,4,Normal,1,Normal,none,0.5,3.9,310,49,55,42,42,37,85,190,70,62,25,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Purugly,4,Normal,1,Normal,none,1,43.8,452,71,82,64,64,59,112,75,70,158,25,1,0.5,1,1,1,0.5,2,1,1,1,1,1,1,0,1,1,1,1
Chingling,4,Normal,1,Psychic,none,0.2,0.6,285,45,30,50,65,50,45,120,70,57,50,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
Stunky,4,Normal,2,Poison,Dark,0.4,19.2,329,63,63,47,41,41,74,225,70,66,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
Skuntank,4,Normal,2,Poison,Dark,1,38,479,103,93,67,71,61,84,60,70,168,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
Bronzor,4,Normal,2,Steel,Psychic,0.5,60.5,300,57,24,86,24,86,23,255,70,60,,0.5,2,1,1,0.5,0.5,1,0,0,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Bronzong,4,Normal,2,Steel,Psychic,1.3,187,500,67,89,116,79,116,33,90,70,175,,0.5,2,1,1,0.5,0.5,1,0,0,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Bonsly,4,Normal,1,Rock,none,0.5,15,290,50,80,95,10,45,10,255,70,58,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Mime Jr.,4,Normal,2,Psychic,Fairy,0.6,13,310,20,25,45,70,90,60,145,70,62,50,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
Happiny,4,Normal,1,Normal,none,0.6,24.4,220,100,5,5,15,65,30,130,140,110,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Chatot,4,Normal,2,Normal,Flying,0.5,1.9,411,76,65,45,92,42,91,30,35,144,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Spiritomb,4,Normal,2,Ghost,Dark,1,108,485,50,92,108,92,108,35,100,70,170,50,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
Gible,4,Normal,2,Dragon,Ground,0.7,20.5,300,58,70,45,40,45,42,45,70,60,50,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Gabite,4,Normal,2,Dragon,Ground,1.4,56,410,68,90,65,50,55,82,45,70,144,50,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Garchomp,4,Normal,2,Dragon,Ground,1.9,95,600,108,130,95,80,85,102,45,70,270,50,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Mega Garchomp,4,Normal,2,Dragon,Ground,1.9,95,700,108,170,115,120,95,92,45,70,315,50,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Munchlax,4,Normal,1,Normal,none,0.6,105,390,135,85,40,40,85,5,50,70,78,87.5,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Riolu,4,Normal,1,Fighting,none,0.7,20.2,285,40,70,40,35,40,60,75,70,57,87.5,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Lucario,4,Normal,2,Fighting,Steel,1.2,54,525,70,110,70,115,70,90,45,70,184,87.5,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
Mega Lucario,4,Normal,2,Fighting,Steel,1.3,57.5,625,70,145,88,140,70,112,45,70,219,87.5,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
Hippopotas,4,Normal,1,Ground,none,0.8,49.5,330,68,72,78,38,42,32,140,70,66,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Hippowdon,4,Normal,1,Ground,none,2,300,525,108,112,118,68,72,47,60,70,184,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Skorupi,4,Normal,2,Poison,Bug,0.8,12,330,40,50,90,30,55,65,120,70,66,50,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Drapion,4,Normal,2,Poison,Dark,1.3,61.5,500,70,90,110,60,75,95,45,70,175,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
Croagunk,4,Normal,2,Poison,Fighting,0.7,23,300,48,61,40,61,40,50,140,100,60,50,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
Toxicroak,4,Normal,2,Poison,Fighting,1.3,44.4,490,83,106,65,86,65,85,75,70,172,50,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
Carnivine,4,Normal,1,Grass,none,1.4,27,454,74,100,72,90,72,46,200,70,159,50,1,2,0.5,0.5,0.5,2,1,2,0,2,1,2,1,1,1,1,1,1
Finneon,4,Normal,1,Water,none,0.4,7,330,49,49,56,49,61,66,190,70,66,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Lumineon,4,Normal,1,Water,none,1.2,24,460,69,69,76,69,86,91,75,70,161,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Mantyke,4,Normal,2,Water,Flying,1,65,345,45,20,50,60,120,50,25,70,69,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
Snover,4,Normal,2,Grass,Ice,1,50.5,334,60,62,50,62,60,40,120,70,67,50,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
Abomasnow,4,Normal,2,Grass,Ice,2.2,135.5,494,90,92,75,92,85,60,60,70,173,50,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
Mega Abomasnow,4,Normal,2,Grass,Ice,2.7,185,594,90,132,105,132,105,30,60,70,208,50,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
Weavile,4,Normal,2,Dark,Ice,1.1,34,510,70,120,65,45,85,125,45,35,179,50,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
Magnezone,4,Normal,2,Electric,Steel,1.2,180,535,70,70,115,130,90,60,30,70,241,,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
Lickilicky,4,Normal,1,Normal,none,1.7,140,515,110,85,95,80,95,50,30,70,180,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Rhyperior,4,Normal,2,Ground,Rock,2.4,282.8,535,115,140,130,55,55,40,30,70,241,50,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Tangrowth,4,Normal,1,Grass,none,2,128.6,535,100,100,125,110,50,50,30,70,187,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Electivire,4,Normal,1,Electric,none,1.8,138.6,540,75,123,67,95,85,95,30,70,243,75,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Magmortar,4,Normal,1,Fire,none,1.6,68,540,75,95,67,125,95,83,30,70,243,75,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Togekiss,4,Normal,2,Fairy,Flying,1.5,38,545,85,50,95,120,115,80,30,70,245,87.5,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
Yanmega,4,Normal,2,Bug,Flying,1.9,51.5,515,86,76,86,116,56,95,30,70,180,50,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
Leafeon,4,Normal,1,Grass,none,1,25.5,525,65,110,130,60,65,95,45,35,184,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Glaceon,4,Normal,1,Ice,none,0.8,25.9,525,65,60,110,130,95,65,45,35,184,87.5,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Gliscor,4,Normal,2,Ground,Flying,2,42.5,510,75,95,125,45,75,95,30,70,179,50,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
Mamoswine,4,Normal,2,Ice,Ground,2.5,291,530,110,130,80,70,60,80,50,70,239,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
Porygon-Z,4,Normal,1,Normal,none,0.9,34,535,85,80,70,135,75,90,30,70,241,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Gallade,4,Normal,2,Psychic,Fighting,1.6,52,518,68,125,65,65,115,80,45,35,233,100,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
Mega Gallade,4,Normal,2,Psychic,Fighting,1.6,56.4,618,68,165,95,65,115,110,45,35,278,100,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
Probopass,4,Normal,2,Rock,Steel,1.4,340,525,60,55,145,75,150,40,60,70,184,50,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
Dusknoir,4,Normal,1,Ghost,none,2.2,106.6,525,45,100,135,65,135,45,45,35,236,50,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Froslass,4,Normal,2,Ice,Ghost,1.3,26.6,480,70,80,70,80,70,110,75,70,168,0,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
Rotom,4,Normal,2,Electric,Ghost,0.3,0.3,440,50,50,77,95,77,91,45,70,154,,0,1,1,0.5,1,1,0,0.5,0,0.5,1,0.5,1,2,1,2,0.5,1
Heat Rotom,4,Normal,2,Electric,Fire,0.3,0.3,520,50,65,107,105,107,86,45,70,182,,1,0.5,2,0.5,0.5,0.5,1,1,0,0.5,1,0.5,2,1,1,1,0.25,0.5
Wash Rotom,4,Normal,2,Electric,Water,0.3,0.3,520,50,65,107,105,107,86,45,70,182,,1,0.5,0.5,1,2,0.5,1,1,0,0.5,1,1,1,1,1,1,0.25,1
Frost Rotom,4,Normal,2,Electric,Ice,0.3,0.3,520,50,65,107,105,107,86,45,70,182,,1,2,1,0.5,1,0.5,2,1,0,0.5,1,1,2,1,1,1,1,1
Fan Rotom,4,Normal,2,Electric,Flying,0.3,0.3,520,50,65,107,105,107,86,45,70,182,,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
Mow Rotom,4,Normal,2,Electric,Grass,0.3,0.3,520,50,65,107,105,107,86,45,70,182,,1,2,0.5,0.25,0.5,2,1,2,0,1,1,2,1,1,1,1,0.5,1
Uxie,4,Sub Legendary,1,Psychic,none,0.3,0.3,580,75,75,130,75,130,95,3,140,261,,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
Mesprit,4,Sub Legendary,1,Psychic,none,0.3,0.3,580,80,105,105,105,105,80,3,140,261,,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
Azelf,4,Sub Legendary,1,Psychic,none,0.3,0.3,580,75,125,70,125,70,115,3,140,261,,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
Dialga,4,Legendary,2,Steel,Dragon,5.4,683,680,100,120,120,150,100,90,3,0,306,,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
Palkia,4,Legendary,2,Water,Dragon,4.2,336,680,90,120,100,150,120,100,3,0,306,,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
Heatran,4,Sub Legendary,2,Fire,Steel,1.7,430,600,91,90,106,130,106,77,3,100,270,50,0.5,0,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
Regigigas,4,Sub Legendary,1,Normal,none,3.7,420,670,110,160,110,80,110,100,3,0,302,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Giratina Altered Forme,4,Legendary,2,Ghost,Dragon,4.5,750,680,150,100,120,100,120,90,3,0,306,,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
Giratina Origin Forme,4,Legendary,2,Ghost,Dragon,6.9,650,680,150,120,100,120,100,90,3,0,306,,0,0.5,0.5,0.5,0.5,2,0,0.5,0,1,1,0.5,1,2,2,2,1,2
Cresselia,4,Sub Legendary,1,Psychic,none,1.5,85.6,600,120,70,120,75,130,85,3,100,270,0,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
Phione,4,Mythical,1,Water,none,0.4,3.1,480,80,80,80,80,80,80,30,70,216,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Manaphy,4,Mythical,1,Water,none,0.3,1.4,600,100,100,100,100,100,100,3,70,270,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Darkrai,4,Mythical,1,Dark,none,1.5,50.5,600,70,90,90,135,90,125,3,0,270,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Shaymin Land Forme,4,Mythical,1,Grass,none,0.2,2.1,600,100,100,100,100,100,100,45,100,270,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
